commodity,arrival_date,variety,state,district,min_price,max_price,avg_price
Black pepper,08/08/2024,Malabar,Karnataka,Uttar Kannada,47019,50729,48874
Black pepper,07/08/2024,Malabar,Karnataka,Uttar Kannada,46809,50529,48669
Black pepper,06/08/2024,Malabar,Karnataka,Uttar Kannada,47019,50809,48914
Black pepper,05/08/2024,Malabar,Karnataka,Uttar Kannada,47509,50309,48959
Black pepper,04/08/2024,Malabar,Karnataka,Uttar Kannada,48519,50829,49624
Black pepper,03/08/2024,Malabar,Karnataka,Uttar Kannada,49019,50519,49769
Black pepper,02/08/2024,Malabar,Karnataka,Uttar Kannada,48519,50229,49374
Black pepper,01/08/2024,Malabar,Karnataka,Uttar Kannada,47939,51029,49484
Black pepper,31/07/2024,Malabar,Karnataka,Uttar Kannada,48019,51029,49524
Black pepper,30/07/2024,Malabar,Karnataka,Uttar Kannada,48509,50609,49559
Black pepper,29/07/2024,Malabar,Karnataka,Uttar Kannada,47729,50499,49114
Black pepper,28/07/2024,Malabar,Karnataka,Uttar Kannada,47809,51109,49459
Black pepper,27/07/2024,Malabar,Karnataka,Uttar Kannada,48229,50819,49524
Black pepper,26/07/2024,Malabar,Karnataka,Uttar Kannada,48019,51119,49569
Black pepper,25/07/2024,Malabar,Karnataka,Uttar Kannada,47729,51009,49319
Black pepper,24/07/2024,Malabar,Karnataka,Uttar Kannada,48509,50629,49569
Black pepper,23/07/2024,Malabar,Karnataka,Uttar Kannada,47019,50509,48764
Black pepper,22/07/2024,Malabar,Karnataka,Uttar Kannada,47809,51019,49414
Black pepper,21/07/2024,Malabar,Karnataka,Uttar Kannada,47209,50709,48909
Black pepper,20/07/2024,Malabar,Karnataka,Uttar Kannada,47019,51029,49024
Black pepper,19/07/2024,Malabar,Karnataka,Uttar Kannada,47209,50409,48809
Black pepper,18/07/2024,Malabar,Karnataka,Uttar Kannada,46519,50709,48614
Black pepper,17/07/2024,Malabar,Karnataka,Uttar Kannada,46719,50429,48524
Black pepper,16/07/2024,Malabar,Karnataka,Uttar Kannada,47019,50619,48814
Black pepper,15/07/2024,Malabar,Karnataka,Uttar Kannada,47509,50819,49164
Black pepper,14/07/2024,Malabar,Karnataka,Uttar Kannada,47729,50709,49119
Black pepper,13/07/2024,Malabar,Karnataka,Uttar Kannada,47219,51019,49119
Black pepper,12/07/2024,Malabar,Karnataka,Uttar Kannada,47519,51109,49364
Black pepper,11/07/2024,Malabar,Karnataka,Uttar Kannada,47719,51009,49364
Black pepper,10/07/2024,Malabar,Karnataka,Uttar Kannada,47019,50509,48714
Black pepper,09/07/2024,Malabar,Karnataka,Uttar Kannada,47119,50719,48914
Black pepper,08/07/2024,Malabar,Karnataka,Uttar Kannada,47209,50819,49014
Black pepper,07/07/2024,Malabar,Karnataka,Uttar Kannada,47019,51029,49024
Black pepper,06/07/2024,Malabar,Karnataka,Uttar Kannada,47419,51129,49224
Black pepper,05/07/2024,Malabar,Karnataka,Uttar Kannada,46919,50609,48714
Black pepper,04/07/2024,Malabar,Karnataka,Uttar Kannada,46819,50709,48714
Black pepper,03/07/2024,Malabar,Karnataka,Uttar Kannada,46619,50509,48514
Black pepper,02/07/2024,Malabar,Karnataka,Uttar Kannada,46919,51019,48919
Black pepper,01/07/2024,Malabar,Karnataka,Uttar Kannada,47419,50829,49124
Black pepper,30/06/2024,Malabar,Karnataka,Uttar Kannada,47019,50629,48824
Black pepper,29/06/2024,Malabar,Karnataka,Uttar Kannada,46719,50719,48719
Black pepper,28/06/2024,Malabar,Karnataka,Uttar Kannada,47219,51019,49119
Black pepper,27/06/2024,Malabar,Karnataka,Uttar Kannada,46819,51109,48914
Black pepper,26/06/2024,Malabar,Karnataka,Uttar Kannada,46619,50709,48614
Black pepper,25/06/2024,Malabar,Karnataka,Uttar Kannada,46919,50609,48714
Black pepper,24/06/2024,Malabar,Karnataka,Uttar Kannada,47419,51019,49224
Black pepper,23/06/2024,Malabar,Karnataka,Uttar Kannada,47219,50809,49014
Black pepper,22/06/2024,Malabar,Karnataka,Uttar Kannada,46819,51109,48914
Black pepper,21/06/2024,Malabar,Karnataka,Uttar Kannada,46919,50809,48814
Black pepper,20/06/2024,Malabar,Karnataka,Uttar Kannada,46619,50609,48614
Black pepper,19/06/2024,Malabar,Karnataka,Uttar Kannada,47119,50909,49014
Black pepper,18/06/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,17/06/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,16/06/2024,Malabar,Karnataka,Uttar Kannada,46819,50809,48814
Black pepper,15/06/2024,Malabar,Karnataka,Uttar Kannada,47019,50519,48714
Black pepper,14/06/2024,Malabar,Karnataka,Uttar Kannada,47219,50709,48914
Black pepper,13/06/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,12/06/2024,Malabar,Karnataka,Uttar Kannada,47019,50619,48819
Black pepper,11/06/2024,Malabar,Karnataka,Uttar Kannada,46919,50819,48819
Black pepper,10/06/2024,Malabar,Karnataka,Uttar Kannada,46819,50729,48724
Black pepper,09/06/2024,Malabar,Karnataka,Uttar Kannada,46719,50829,48724
Black pepper,08/06/2024,Malabar,Karnataka,Uttar Kannada,46919,50729,48824
Black pepper,07/06/2024,Malabar,Karnataka,Uttar Kannada,47019,50829,48924
Black pepper,06/06/2024,Malabar,Karnataka,Uttar Kannada,47119,50709,48914
Black pepper,05/06/2024,Malabar,Karnataka,Uttar Kannada,46919,50709,48814
Black pepper,04/06/2024,Malabar,Karnataka,Uttar Kannada,46719,50629,48624
Black pepper,03/06/2024,Malabar,Karnataka,Uttar Kannada,47019,50819,48919
Black pepper,02/06/2024,Malabar,Karnataka,Uttar Kannada,47219,50909,49014
Black pepper,01/06/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,31/05/2024,Malabar,Karnataka,Uttar Kannada,47319,51009,49114
Black pepper,30/05/2024,Malabar,Karnataka,Uttar Kannada,47219,50909,49014
Black pepper,29/05/2024,Malabar,Karnataka,Uttar Kannada,47319,50809,49014
Black pepper,28/05/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,27/05/2024,Malabar,Karnataka,Uttar Kannada,47019,51019,49019
Black pepper,26/05/2024,Malabar,Karnataka,Uttar Kannada,47219,50909,49014
Black pepper,25/05/2024,Malabar,Karnataka,Uttar Kannada,47319,50709,49014
Black pepper,24/05/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,23/05/2024,Malabar,Karnataka,Uttar Kannada,47119,51109,49114
Black pepper,22/05/2024,Malabar,Karnataka,Uttar Kannada,46919,51029,48924
Black pepper,21/05/2024,Malabar,Karnataka,Uttar Kannada,47019,51109,49014
Black pepper,20/05/2024,Malabar,Karnataka,Uttar Kannada,47319,50709,49014
Black pepper,19/05/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,18/05/2024,Malabar,Karnataka,Uttar Kannada,47119,50909,49014
Black pepper,17/05/2024,Malabar,Karnataka,Uttar Kannada,47219,50809,49014
Black pepper,16/05/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,15/05/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,14/05/2024,Malabar,Karnataka,Uttar Kannada,47219,50709,48914
Black pepper,13/05/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,12/05/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,11/05/2024,Malabar,Karnataka,Uttar Kannada,47319,50909,49114
Black pepper,10/05/2024,Malabar,Karnataka,Uttar Kannada,46919,51109,49014
Black pepper,09/05/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,08/05/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,07/05/2024,Malabar,Karnataka,Uttar Kannada,47019,51109,49014
Black pepper,06/05/2024,Malabar,Karnataka,Uttar Kannada,47319,50809,49014
Black pepper,05/05/2024,Malabar,Karnataka,Uttar Kannada,47419,50709,49014
Black pepper,04/05/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,03/05/2024,Malabar,Karnataka,Uttar Kannada,47119,50709,48914
Black pepper,02/05/2024,Malabar,Karnataka,Uttar Kannada,47019,50809,48914
Black pepper,01/05/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,30/04/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,29/04/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,28/04/2024,Malabar,Karnataka,Uttar Kannada,46919,50709,48814
Black pepper,27/04/2024,Malabar,Karnataka,Uttar Kannada,47219,50909,49014
Black pepper,26/04/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,25/04/2024,Malabar,Karnataka,Uttar Kannada,47119,50709,48914
Black pepper,24/04/2024,Malabar,Karnataka,Uttar Kannada,47019,51009,49014
Black pepper,23/04/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,22/04/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,21/04/2024,Malabar,Karnataka,Uttar Kannada,47019,50809,48914
Black pepper,20/04/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,19/04/2024,Malabar,Karnataka,Uttar Kannada,46919,50609,48714
Black pepper,18/04/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,17/04/2024,Malabar,Karnataka,Uttar Kannada,47319,51009,49114
Black pepper,16/04/2024,Malabar,Karnataka,Uttar Kannada,47019,51109,49014
Black pepper,15/04/2024,Malabar,Karnataka,Uttar Kannada,47119,50909,49014
Black pepper,14/04/2024,Malabar,Karnataka,Uttar Kannada,47019,51009,49014
Black pepper,13/04/2024,Malabar,Karnataka,Uttar Kannada,47419,50709,49014
Black pepper,12/04/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,11/04/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,10/04/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48914
Black pepper,09/04/2024,Malabar,Karnataka,Uttar Kannada,46919,50809,48814
Black pepper,08/04/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,07/04/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,06/04/2024,Malabar,Karnataka,Uttar Kannada,47219,50909,49014
Black pepper,05/04/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,04/04/2024,Malabar,Karnataka,Uttar Kannada,47319,50809,49114
Black pepper,03/04/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,02/04/2024,Malabar,Karnataka,Uttar Kannada,47419,50909,49114
Black pepper,01/04/2024,Malabar,Karnataka,Uttar Kannada,47119,51109,49114
Black pepper,31/03/2024,Malabar,Karnataka,Uttar Kannada,47319,50809,49014
Black pepper,30/03/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,29/03/2024,Malabar,Karnataka,Uttar Kannada,47119,50709,48914
Black pepper,28/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50809,48914
Black pepper,27/03/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,26/03/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,25/03/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,24/03/2024,Malabar,Karnataka,Uttar Kannada,47319,51009,49114
Black pepper,23/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,22/03/2024,Malabar,Karnataka,Uttar Kannada,47319,51109,49214
Black pepper,21/03/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,20/03/2024,Malabar,Karnataka,Uttar Kannada,47119,50909,49014
Black pepper,19/03/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,18/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50809,48914
Black pepper,17/03/2024,Malabar,Karnataka,Uttar Kannada,47119,50909,49014
Black pepper,16/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48914
Black pepper,15/03/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,14/03/2024,Malabar,Karnataka,Uttar Kannada,47219,50809,49014
Black pepper,13/03/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,12/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50609,48814
Black pepper,11/03/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,10/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50909,48914
Black pepper,09/03/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49014
Black pepper,08/03/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,07/03/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,06/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,05/03/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,04/03/2024,Malabar,Karnataka,Uttar Kannada,47319,51009,49114
Black pepper,03/03/2024,Malabar,Karnataka,Uttar Kannada,47119,50709,48914
Black pepper,02/03/2024,Malabar,Karnataka,Uttar Kannada,47019,50609,48814
Black pepper,01/03/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,29/02/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,28/02/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,27/02/2024,Malabar,Karnataka,Uttar Kannada,47319,51109,49214
Black pepper,26/02/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,25/02/2024,Malabar,Karnataka,Uttar Kannada,47019,50809,48914
Black pepper,24/02/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,23/02/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,22/02/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,21/02/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,20/02/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,19/02/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,18/02/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,17/02/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,16/02/2024,Malabar,Karnataka,Uttar Kannada,47319,51009,49114
Black pepper,15/02/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,14/02/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,13/02/2024,Malabar,Karnataka,Uttar Kannada,47019,51109,49014
Black pepper,12/02/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,11/02/2024,Malabar,Karnataka,Uttar Kannada,47219,50909,49114
Black pepper,10/02/2024,Malabar,Karnataka,Uttar Kannada,47119,50709,49014
Black pepper,09/02/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,08/02/2024,Malabar,Karnataka,Uttar Kannada,47319,51109,49214
Black pepper,07/02/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,06/02/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,05/02/2024,Malabar,Karnataka,Uttar Kannada,47219,50709,49114
Black pepper,04/02/2024,Malabar,Karnataka,Uttar Kannada,47019,51009,49114
Black pepper,03/02/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,02/02/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,01/02/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,31/01/2024,Malabar,Karnataka,Uttar Kannada,47319,51009,49114
Black pepper,30/01/2024,Malabar,Karnataka,Uttar Kannada,47119,50909,49014
Black pepper,29/01/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,28/01/2024,Malabar,Karnataka,Uttar Kannada,47219,50909,49114
Black pepper,27/01/2024,Malabar,Karnataka,Uttar Kannada,47319,51009,49114
Black pepper,26/01/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,25/01/2024,Malabar,Karnataka,Uttar Kannada,47019,50909,48814
Black pepper,24/01/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,23/01/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,22/01/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,21/01/2024,Malabar,Karnataka,Uttar Kannada,47319,50909,49114
Black pepper,20/01/2024,Malabar,Karnataka,Uttar Kannada,47219,51009,49114
Black pepper,19/01/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,18/01/2024,Malabar,Karnataka,Uttar Kannada,47019,50909,48814
Black pepper,17/01/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,16/01/2024,Malabar,Karnataka,Uttar Kannada,47019,50909,48814
Black pepper,15/01/2024,Malabar,Karnataka,Uttar Kannada,47119,51009,49014
Black pepper,14/01/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,13/01/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,12/01/2024,Malabar,Karnataka,Uttar Kannada,47019,50709,48814
Black pepper,11/01/2024,Malabar,Karnataka,Uttar Kannada,47119,50909,48914
Black pepper,10/01/2024,Malabar,Karnataka,Uttar Kannada,47219,51109,49114
Black pepper,09/01/2024,Malabar,Karnataka,Uttar Kannada,47419,51009,49214
Black pepper,08/01/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,49014
Black pepper,07/01/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,06/01/2024,Malabar,Karnataka,Uttar Kannada,47119,50809,48914
Black pepper,05/01/2024,Malabar,Karnataka,Uttar Kannada,47419,51109,49214
Black pepper,19/08/2024,Malabar,Karnataka,Uttar Kannada,49019,50329,49674
Ragi ,02-09-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,29-08-2024,Local,Karnataka,Chikmagalur,4168,4168,4168
Ragi ,26-08-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,21-08-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,19-08-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,13-08-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,05-08-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,03-08-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,29-07-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,22-07-2024,Local,Karnataka,Chikmagalur,3600,3600,3600
Ragi ,04-09-2024,Local,Karnataka,Davangere,3100,3150,3130
Ragi ,03-09-2024,Local,Karnataka,Davangere,3000,3200,3168
Ragi ,03-09-2024,Local,Karnataka,Davangere,3080,3480,3280
Ragi ,03-09-2024,Local,Karnataka,Davangere,3200,3200,3200
Ragi ,31-08-2024,Local,Karnataka,Davangere,3150,3375,3325
Ragi ,30-08-2024,Local,Karnataka,Davangere,3200,3250,3225
Ragi ,29-08-2024,Fine,Karnataka,Davangere,3000,3000,3000
Ragi ,29-08-2024,Local,Karnataka,Davangere,3200,3380,3312
Ragi ,28-08-2024,Local,Karnataka,Davangere,3210,3260,3250
Ragi ,28-08-2024,Local,Karnataka,Davangere,3456,3650,3650
Ragi ,27-08-2024,Local,Karnataka,Davangere,3200,3265,3250
Ragi ,26-08-2024,Local,Karnataka,Davangere,3200,3270,3260
Ragi ,23-08-2024,Local,Karnataka,Davangere,3200,3450,3295
Ragi ,22-08-2024,Local,Karnataka,Davangere,3250,3500,3372
Ragi ,21-08-2024,Local,Karnataka,Davangere,3325,3370,3355
Ragi ,20-08-2024,Local,Karnataka,Davangere,2700,2700,2700
Ragi ,20-08-2024,Local,Karnataka,Davangere,3251,3666,3597
Ragi ,20-08-2024,Local,Karnataka,Davangere,3500,3600,3506
Ragi ,19-08-2024,Local,Karnataka,Davangere,3456,3456,3456
Ragi ,17-08-2024,Local,Karnataka,Davangere,3450,3500,3468
Ragi ,16-08-2024,Local,Karnataka,Davangere,3700,3700,3700
Ragi ,16-08-2024,Local,Karnataka,Davangere,3250,3760,3300
Ragi ,14-08-2024,Local,Karnataka,Davangere,3500,3540,3520
Ragi ,14-08-2024,Local,Karnataka,Davangere,3520,3520,3520
Ragi ,13-08-2024,Local,Karnataka,Davangere,3450,3490,3480
Ragi ,12-08-2024,Local,Karnataka,Davangere,3230,3500,3330
Ragi ,08-08-2024,Local,Karnataka,Davangere,3300,3850,3575
Ragi ,07-08-2024,Local,Karnataka,Davangere,3200,3300,3295
Ragi ,06-08-2024,Local,Karnataka,Davangere,3500,3550,3525
Ragi ,05-08-2024,Local,Karnataka,Davangere,3500,3550,3525
Ragi ,03-08-2024,Local,Karnataka,Davangere,3300,3500,3480
Ragi ,01-08-2024,Local,Karnataka,Davangere,3300,3375,3322
Ragi ,31-07-2024,Local,Karnataka,Davangere,3250,3403,3326
Ragi ,30-07-2024,Local,Karnataka,Davangere,3500,3510,3504
Ragi ,29-07-2024,Local,Karnataka,Davangere,3300,3325,3309
Ragi ,26-07-2024,Local,Karnataka,Davangere,3358,3500,3391
Ragi ,26-07-2024,Local,Karnataka,Davangere,3300,3410,3350
Ragi ,24-07-2024,Local,Karnataka,Davangere,3280,3315,3300
Ragi ,23-07-2024,Local,Karnataka,Davangere,3000,3506,3012
Ragi ,22-07-2024,Local,Karnataka,Davangere,3290,3330,3300
Ragi ,20-07-2024,Local,Karnataka,Davangere,3400,3430,3410
Ragi ,19-07-2024,Local,Karnataka,Davangere,3100,3380,3240
Ragi ,18-07-2024,Local,Karnataka,Davangere,3663,3700,3680
Ragi ,16-07-2024,Local,Karnataka,Davangere,3150,3480,3258
Ragi ,15-07-2024,Local,Karnataka,Davangere,3100,3300,3200
Ragi ,15-07-2024,Local,Karnataka,Davangere,3210,3250,3233
Ragi ,12-07-2024,Local,Karnataka,Davangere,3400,3450,3440
Ragi ,11-07-2024,Local,Karnataka,Davangere,3000,3422,3016
Ragi ,11-07-2024,Local,Karnataka,Davangere,3000,3000,3000
Ragi ,10-07-2024,Local,Karnataka,Davangere,3210,3400,3288
Ragi ,09-07-2024,Local,Karnataka,Davangere,2500,2500,2500
Ragi ,06-07-2024,Local,Karnataka,Davangere,3200,3200,3200
Ragi ,05-07-2024,Local,Karnataka,Davangere,3200,3210,3206
Ragi ,02-07-2024,Local,Karnataka,Davangere,3375,3375,3375
Ragi ,01-07-2024,Local,Karnataka,Davangere,3311,3480,3410
Ragi ,29-06-2024,Local,Karnataka,Davangere,3110,3300,3141
Ragi ,26-06-2024,Local,Karnataka,Davangere,2800,3050,2925
Ragi ,25-06-2024,Local,Karnataka,Davangere,3130,3350,3265
Ragi ,24-06-2024,Local,Karnataka,Davangere,2906,3366,3018
Ragi ,14-06-2024,Local,Karnataka,Davangere,3339,3339,3339
Ragi ,13-06-2024,Local,Karnataka,Davangere,3200,3200,3200
Ragi ,12-06-2024,Local,Karnataka,Davangere,2800,3723,3339
Ragi ,10-06-2024,Local,Karnataka,Davangere,3200,3200,3200
Ragi ,07-06-2024,Local,Karnataka,Davangere,3300,3365,3350
Ragi ,06-06-2024,Local,Karnataka,Davangere,3550,3610,3600
Ragi ,05-06-2024,Local,Karnataka,Davangere,3756,3756,3756
Ragi ,03-06-2024,Local,Karnataka,Davangere,3200,3350,3270
Ragi ,01-06-2024,Local,Karnataka,Davangere,3230,3250,3236
Ragi ,01-06-2024,Local,Karnataka,Davangere,3000,3159,3159
Ragi ,31-05-2024,Local,Karnataka,Davangere,3190,3220,3200
Ragi ,31-05-2024,Local,Karnataka,Davangere,3152,3386,3306
Ragi ,30-05-2024,Local,Karnataka,Davangere,2900,3600,3310
Ragi ,27-05-2024,Local,Karnataka,Davangere,3346,3825,3456
Ragi ,24-05-2024,Local,Karnataka,Davangere,3120,3452,3390
Ragi ,21-05-2024,Local,Karnataka,Davangere,3206,3346,3329
Ragi ,17-05-2024,Local,Karnataka,Davangere,3326,3356,3334
Ragi ,16-05-2024,Local,Karnataka,Davangere,3220,3450,3262
Ragi ,15-05-2024,Local,Karnataka,Davangere,3170,3337,3287
Ragi ,14-05-2024,Local,Karnataka,Davangere,2956,3325,3254
Ragi ,04-05-2024,Local,Karnataka,Davangere,3025,3120,3082
Ragi ,16-04-2024,Fine,Karnataka,Davangere,2800,2800,2800
Ragi ,16-04-2024,Fine,Karnataka,Davangere,2800,2800,2800
Ragi ,16-04-2024,Local,Karnataka,Davangere,2900,2900,2900
Ragi ,15-04-2024,Local,Karnataka,Davangere,2901,3152,3036
Ragi ,08-04-2024,Local,Karnataka,Davangere,2865,3153,3032
Ragi ,08-04-2024,Local,Karnataka,Davangere,2865,3153,3032
Ragi ,06-04-2024,Local,Karnataka,Davangere,2930,3151,2999
Ragi ,04-04-2024,Local,Karnataka,Davangere,2823,3066,2981
Ragi ,02-04-2024,Local,Karnataka,Davangere,2803,3149,3018
Ragi ,30-03-2024,Local,Karnataka,Davangere,2880,3121,2997
Ragi ,28-03-2024,Local,Karnataka,Davangere,2911,3169,3006
Ragi ,28-03-2024,Local,Karnataka,Davangere,2900,3092,2905
Ragi ,27-03-2024,Local,Karnataka,Davangere,2821,3052,2998
Ragi ,26-03-2024,Local,Karnataka,Davangere,2900,3161,3008
Ragi ,25-03-2024,Local,Karnataka,Davangere,2916,3150,3024
Ragi ,22-03-2024,Local,Karnataka,Davangere,2755,3111,3006
Ragi ,21-03-2024,Local,Karnataka,Davangere,2936,3030,3014
Ragi ,18-03-2024,Local,Karnataka,Davangere,2900,3053,2995
Ragi ,16-03-2024,Local,Karnataka,Davangere,2930,2930,2930
Ragi ,16-03-2024,Local,Karnataka,Davangere,2820,3069,2963
Ragi ,04-09-2024,Local,Karnataka,Davangere,3100,3150,3130
Ragi ,04-09-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,03-09-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,02-09-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,31-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,30-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,29-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,28-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,27-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,26-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,23-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,22-08-2024,Red,Karnataka,Shimoga,3800,4500,4150
Ragi ,20-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,19-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,17-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,16-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,14-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,13-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,12-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,09-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,07-08-2024,Red,Karnataka,Shimoga,4000,4400,4200
Ragi ,06-08-2024,Red,Karnataka,Shimoga,4000,4500,4250
